Subdivision,Year,Annual_Rainfall_mm
Matathwada,1968,712.300
Matathwada,1969,824.600
Matathwada,1970,910.800
Matathwada,1971,607.900
Matathwada,1972,347.100
Matathwada,1973,871.300
Matathwada,1974,650.500
Matathwada,1975,1050.800
Matathwada,1976,623.000
Matathwada,1977,767.800
Matathwada,1978,784.800
Matathwada,1979,807.400
Matathwada,1980,812.800
Matathwada,1981,786.700
Matathwada,1982,636.500
Matathwada,1983,1187.700
Matathwada,1984,552.800
Matathwada,1985,575.500
Matathwada,1986,562.900
Matathwada,1987,786.200
Matathwada,1988,1169.900
Matathwada,1989,1068.400
Matathwada,1990,1198.100
Matathwada,1991,601.000
Matathwada,1992,726.600
Matathwada,1993,806.400
Matathwada,1994,583.600
Matathwada,1995,809.500
Matathwada,1996,854.900
Matathwada,1997,790.400
Matathwada,1998,1126.700
Matathwada,1999,767.500
Matathwada,2000,684.500
Matathwada,2001,732.400
Matathwada,2002,722.100
Matathwada,2003,720.000
Matathwada,2004,678.600
Matathwada,2005,940.500
Matathwada,2006,872.900
Matathwada,2007,714.600
Matathwada,2008,646.300
Matathwada,2009,668.900
Matathwada,2010,1011.700
Matathwada,2011,663.700
Matathwada,2012,526.700
Matathwada,2013,887.900
Matathwada,2014,548.900
Matathwada,2015,532.100
Matathwada,2016,949.100
Matathwada,2017,755.600
Naga Mani Mizo Tripura,1901,2168.300
Naga Mani Mizo Tripura,1902,2174.900
Naga Mani Mizo Tripura,1903,2230.900
Naga Mani Mizo Tripura,1904,2519.600
Naga Mani Mizo Tripura,1905,2527.500
Naga Mani Mizo Tripura,1906,2514.500
Naga Mani Mizo Tripura,1907,2121.800
Naga Mani Mizo Tripura,1908,2319.200
Naga Mani Mizo Tripura,1909,2308.800
Naga Mani Mizo Tripura,1910,2268.100
Naga Mani Mizo Tripura,1911,2479.800
Naga Mani Mizo Tripura,1912,2308.900
Naga Mani Mizo Tripura,1913,2613.100
Naga Mani Mizo Tripura,1914,2529.100
Naga Mani Mizo Tripura,1915,2819.900
Naga Mani Mizo Tripura,1916,2554.900
Naga Mani Mizo Tripura,1917,2222.200
Naga Mani Mizo Tripura,1918,3013.200
Naga Mani Mizo Tripura,1919,2048.100
Naga Mani Mizo Tripura,1920,2375.700
Naga Mani Mizo Tripura,1921,2638.200
Naga Mani Mizo Tripura,1922,2462.700
Naga Mani Mizo Tripura,1923,2685.500
Naga Mani Mizo Tripura,1924,2701.700
Naga Mani Mizo Tripura,1925,2447.400
Naga Mani Mizo Tripura,1926,2463.200
Naga Mani Mizo Tripura,1927,2887.300
Naga Mani Mizo Tripura,1928,2472.400
Naga Mani Mizo Tripura,1929,2859.400
Naga Mani Mizo Tripura,1930,2487.400
Naga Mani Mizo Tripura,1931,2461.200
Naga Mani Mizo Tripura,1932,2761.800
Naga Mani Mizo Tripura,1933,2451.800
Naga Mani Mizo Tripura,1934,3040.800
Naga Mani Mizo Tripura,1935,2543.300
Naga Mani Mizo Tripura,1936,2917.200
Naga Mani Mizo Tripura,1937,2741.700
Naga Mani Mizo Tripura,1938,2971.700
Naga Mani Mizo Tripura,1939,2608.400
Naga Mani Mizo Tripura,1940,2526.900
Naga Mani Mizo Tripura,1941,2966.100
Naga Mani Mizo Tripura,1942,2680.800
Naga Mani Mizo Tripura,1943,2428.000
Naga Mani Mizo Tripura,1944,2877.200
Naga Mani Mizo Tripura,1945,3051.800
Naga Mani Mizo Tripura,1946,3036.100
Naga Mani Mizo Tripura,1947,3210.500
Naga Mani Mizo Tripura,1948,2822.000
Naga Mani Mizo Tripura,1949,2976.300
Naga Mani Mizo Tripura,1950,2422.900
Naga Mani Mizo Tripura,1951,2609.400
Naga Mani Mizo Tripura,1952,2810.900
Naga Mani Mizo Tripura,1953,2661.700
Naga Mani Mizo Tripura,1954,2905.000
Naga Mani Mizo Tripura,1955,2865.300
Naga Mani Mizo Tripura,1956,3022.700
Naga Mani Mizo Tripura,1957,2303.900
Naga Mani Mizo Tripura,1958,1968.500
Naga Mani Mizo Tripura,1959,2327.600
Naga Mani Mizo Tripura,1960,1800.000
Naga Mani Mizo Tripura,1961,1901.200
Naga Mani Mizo Tripura,1962,1822.500
Naga Mani Mizo Tripura,1963,2970.000
Naga Mani Mizo Tripura,1964,2328.800
Naga Mani Mizo Tripura,1965,2031.000
Naga Mani Mizo Tripura,1966,2478.700
Naga Mani Mizo Tripura,1967,2230.000
Naga Mani Mizo Tripura,1968,2110.000
Naga Mani Mizo Tripura,1969,3610.100
Naga Mani Mizo Tripura,1970,4316.300
Naga Mani Mizo Tripura,1971,3080.900
Naga Mani Mizo Tripura,1972,1353.900
Naga Mani Mizo Tripura,1973,2106.100
Naga Mani Mizo Tripura,1974,2329.600
Naga Mani Mizo Tripura,1975,2209.800
Naga Mani Mizo Tripura,1976,2651.300
Naga Mani Mizo Tripura,1977,2358.600
Naga Mani Mizo Tripura,1978,2150.600
Naga Mani Mizo Tripura,1979,1749.200
Naga Mani Mizo Tripura,1980,2304.900
Naga Mani Mizo Tripura,1981,2072.300
Naga Mani Mizo Tripura,1982,2027.500
Naga Mani Mizo Tripura,1983,2588.100
Naga Mani Mizo Tripura,1984,2454.000
Naga Mani Mizo Tripura,1985,2105.300
Naga Mani Mizo Tripura,1986,2342.200
Naga Mani Mizo Tripura,1987,2361.200
Naga Mani Mizo Tripura,1988,2820.200
Naga Mani Mizo Tripura,1989,2359.100
Naga Mani Mizo Tripura,1990,2582.200
Naga Mani Mizo Tripura,1991,2851.900
Naga Mani Mizo Tripura,1992,2221.500
Naga Mani Mizo Tripura,1993,2881.700
Naga Mani Mizo Tripura,1994,1712.500
Naga Mani Mizo Tripura,1995,2340.100
Naga Mani Mizo Tripura,1996,2194.600
Naga Mani Mizo Tripura,1997,2212.100
Naga Mani Mizo Tripura,1998,2225.400
Naga Mani Mizo Tripura,1999,2232.900
Naga Mani Mizo Tripura,2000,2363.900
Naga Mani Mizo Tripura,2001,2149.200
Naga Mani Mizo Tripura,2002,2242.400
Naga Mani Mizo Tripura,2003,2162.300
Naga Mani Mizo Tripura,2004,2353.700
Naga Mani Mizo Tripura,2005,1836.700
Naga Mani Mizo Tripura,2006,1872.200
Naga Mani Mizo Tripura,2007,2538.300
Naga Mani Mizo Tripura,2008,1748.900
Naga Mani Mizo Tripura,2009,1737.700
Naga Mani Mizo Tripura,2010,2295.200
Naga Mani Mizo Tripura,2011,1892.200
Naga Mani Mizo Tripura,2012,1923.000
Naga Mani Mizo Tripura,2013,1557.100
Naga Mani Mizo Tripura,2014,1599.900
Naga Mani Mizo Tripura,2015,1922.200
Naga Mani Mizo Tripura,2016,1956.400
Naga Mani Mizo Tripura,2017,2805.300
North Interior Karnataka,1901,772.900
North Interior Karnataka,1902,716.100
North Interior Karnataka,1903,928.500
North Interior Karnataka,1904,578.600
North Interior Karnataka,1905,506.300
North Interior Karnataka,1906,783.900
North Interior Karnataka,1907,746.700
North Interior Karnataka,1908,595.100
North Interior Karnataka,1909,675.800
North Interior Karnataka,1910,759.500
North Interior Karnataka,1911,510.000
North Interior Karnataka,1912,758.800
North Interior Karnataka,1913,572.300
North Interior Karnataka,1914,824.900
North Interior Karnataka,1915,753.300
North Interior Karnataka,1916,1087.900
North Interior Karnataka,1917,823.900
North Interior Karnataka,1918,528.100
North Interior Karnataka,1919,727.100
North Interior Karnataka,1920,470.400
North Interior Karnataka,1921,583.000
North Interior Karnataka,1922,508.900
North Interior Karnataka,1923,602.700
North Interior Karnataka,1924,591.200
North Interior Karnataka,1925,642.800
North Interior Karnataka,1926,581.000
North Interior Karnataka,1927,680.800
North Interior Karnataka,1928,768.600
North Interior Karnataka,1929,598.100
North Interior Karnataka,1930,632.600
North Interior Karnataka,1931,719.200
North Interior Karnataka,1932,808.700
North Interior Karnataka,1933,947.200
North Interior Karnataka,1934,591.100
North Interior Karnataka,1935,714.900
North Interior Karnataka,1936,564.600
North Interior Karnataka,1937,552.400
North Interior Karnataka,1938,815.100
North Interior Karnataka,1939,653.900
North Interior Karnataka,1940,736.700
North Interior Karnataka,1941,535.700
North Interior Karnataka,1942,585.500
North Interior Karnataka,1943,879.200
North Interior Karnataka,1944,722.200
North Interior Karnataka,1945,544.000
North Interior Karnataka,1946,809.000
North Interior Karnataka,1947,786.400
North Interior Karnataka,1948,778.600
North Interior Karnataka,1949,763.300
North Interior Karnataka,1950,706.400
North Interior Karnataka,1951,708.400
North Interior Karnataka,1952,628.600
North Interior Karnataka,1953,891.100
North Interior Karnataka,1954,683.300
North Interior Karnataka,1955,967.100
North Interior Karnataka,1956,1038.900
North Interior Karnataka,1957,837.900
North Interior Karnataka,1958,751.900
North Interior Karnataka,1959,698.500
North Interior Karnataka,1960,691.600
North Interior Karnataka,1961,748.600
North Interior Karnataka,1962,838.900
North Interior Karnataka,1963,783.200
North Interior Karnataka,1964,899.800
North Interior Karnataka,1965,632.800
North Interior Karnataka,1966,723.600
North Interior Karnataka,1967,645.800
North Interior Karnataka,1968,727.300
North Interior Karnataka,1969,729.300
North Interior Karnataka,1970,790.600
North Interior Karnataka,1971,612.100
North Interior Karnataka,1972,499.300
North Interior Karnataka,1973,750.700
North Interior Karnataka,1974,817.100
North Interior Karnataka,1975,1093.700
North Interior Karnataka,1976,561.400
North Interior Karnataka,1977,849.900
North Interior Karnataka,1978,904.800
North Interior Karnataka,1979,963.200
North Interior Karnataka,1980,691.700
North Interior Karnataka,1981,877.200
North Interior Karnataka,1982,681.400
North Interior Karnataka,1983,777.800
North Interior Karnataka,1984,618.200
North Interior Karnataka,1985,501.100
North Interior Karnataka,1986,620.400
North Interior Karnataka,1987,747.100
North Interior Karnataka,1988,795.600
North Interior Karnataka,1989,676.100
North Interior Karnataka,1990,719.000
North Interior Karnataka,1991,720.000
North Interior Karnataka,1992,668.300
North Interior Karnataka,1993,731.800
North Interior Karnataka,1994,643.100
North Interior Karnataka,1995,662.400
North Interior Karnataka,1996,811.800
North Interior Karnataka,1997,1095.700
North Interior Karnataka,1998,852.600
North Interior Karnataka,1999,660.800
North Interior Karnataka,2000,712.500
North Interior Karnataka,2001,597.900
North Interior Karnataka,2002,530.400
North Interior Karnataka,2003,473.500
North Interior Karnataka,2004,641.900
North Interior Karnataka,2005,807.600
North Interior Karnataka,2006,650.500
North Interior Karnataka,2007,836.800
North Interior Karnataka,2008,712.400
North Interior Karnataka,2009,913.400
North Interior Karnataka,2010,853.100
North Interior Karnataka,2011,655.100
North Interior Karnataka,2012,583.800
North Interior Karnataka,2013,723.400
North Interior Karnataka,2014,756.700
North Interior Karnataka,2015,551.900
North Interior Karnataka,2016,625.000
North Interior Karnataka,2017,739.600
Orissa,1901,1284.200
Orissa,1902,1348.900
Orissa,1903,1568.200
Orissa,1904,1514.800
Orissa,1905,1357.300
Orissa,1906,1408.200
Orissa,1907,1447.200
Orissa,1908,1430.600
Orissa,1909,1535.300
Orissa,1910,1598.500
Orissa,1911,1417.300
Orissa,1912,1397.200
Orissa,1913,1544.300
Orissa,1914,1598.600
Orissa,1915,1436.900
Orissa,1916,1479.500
Orissa,1917,1850.000
Orissa,1918,1297.500
Orissa,1919,1757.900
Orissa,1920,1402.500
Orissa,1921,1324.100
Orissa,1922,1466.600
Orissa,1923,1258.600
Orissa,1924,1263.500
Orissa,1925,1807.900
Orissa,1926,1535.700
Orissa,1927,1525.600
Orissa,1928,1585.500
Orissa,1929,1637.800
Orissa,1930,1446.100
Orissa,1931,1477.000
Orissa,1932,1440.200
Orissa,1933,1851.000
Orissa,1934,1488.900
Orissa,1935,1219.300
Orissa,1936,1875.900
Orissa,1937,1567.400
Orissa,1938,1441.600
Orissa,1939,1563.600
Orissa,1940,1687.700
Orissa,1941,1435.300
Orissa,1942,1448.000
Orissa,1943,1586.500
Orissa,1944,1608.200
Orissa,1945,1538.600
Orissa,1946,1614.900
Orissa,1947,1410.900
Orissa,1948,1333.900
Orissa,1949,1348.900
Orissa,1950,1392.800
Orissa,1951,1396.300
Orissa,1952,1516.900
Orissa,1953,1437.800
Orissa,1954,1208.000
Orissa,1955,1597.100
Orissa,1956,1885.400
Orissa,1957,1277.500
Orissa,1958,1624.000
Orissa,1959,1495.800
Orissa,1960,1593.000
Orissa,1961,1945.200
Orissa,1962,1346.600
Orissa,1963,1562.100
Orissa,1964,1354.500
Orissa,1965,1174.600
Orissa,1966,1286.900
Orissa,1967,1427.500
Orissa,1968,1464.100
Orissa,1969,1283.100
Orissa,1970,1412.300
Orissa,1971,1596.800
Orissa,1972,1325.000
Orissa,1973,1573.500
Orissa,1974,987.000
Orissa,1975,1392.000
Orissa,1976,1179.000
Orissa,1977,1477.900
Orissa,1978,1438.900
Orissa,1979,996.000
Orissa,1980,1462.900
Orissa,1981,1295.600
Orissa,1982,1258.600
Orissa,1983,1432.100
Orissa,1984,1377.400
Orissa,1985,1607.300
Orissa,1986,1559.900
Orissa,1987,1097.700
Orissa,1988,1306.900
Orissa,1989,1299.700
Orissa,1990,1905.100
Orissa,1991,1472.600
Orissa,1992,1329.400
Orissa,1993,1448.100
Orissa,1994,1744.700
Orissa,1995,1614.000
Orissa,1996,1061.600
Orissa,1997,1504.600
Orissa,1998,1357.200
Orissa,1999,1484.400
Orissa,2000,1097.200
Orissa,2001,1672.500
Orissa,2002,1102.800
Orissa,2003,1648.200
Orissa,2004,1290.400
Orissa,2005,1503.400
Orissa,2006,1716.900
Orissa,2007,1633.800
Orissa,2008,1539.000
Orissa,2009,1330.300
Orissa,2010,1292.200
Orissa,2011,1346.300
Orissa,2012,1405.900
Orissa,2013,1632.300
Orissa,2014,1537.000
Orissa,2015,1210.000
Orissa,2016,1253.500
Orissa,2017,1344.400
Punjab,1901,523.300
Punjab,1902,397.900
Punjab,1903,570.900
Punjab,1904,451.500
Punjab,1905,434.100
Punjab,1906,677.500
Punjab,1907,589.000
Punjab,1908,740.500
Punjab,1909,845.700
Punjab,1910,616.400
Punjab,1911,505.800
Punjab,1912,536.400
Punjab,1913,561.100
Punjab,1914,794.400
Punjab,1915,421.600
Punjab,1916,588.400
Punjab,1917,1126.700
Punjab,1918,339.600
Punjab,1919,549.800
Punjab,1920,383.100
Punjab,1921,370.300
Punjab,1922,513.600
Punjab,1923,737.800
Punjab,1924,590.900
Punjab,1925,629.700
Punjab,1926,607.400
Punjab,1927,481.100
Punjab,1928,437.300
Punjab,1929,423.000
Punjab,1930,557.400
Punjab,1931,588.700
Punjab,1932,490.300
Punjab,1933,860.500
Punjab,1934,429.200
Punjab,1935,598.000
Punjab,1936,626.400
Punjab,1937,571.100
Punjab,1938,430.800
Punjab,1939,403.800
Punjab,1940,532.300
Punjab,1941,506.400
Punjab,1942,871.500
Punjab,1943,422.400
Punjab,1944,626.700
Punjab,1945,805.300
Punjab,1946,478.000
Punjab,1947,600.900
Punjab,1948,620.300
Punjab,1949,585.000
Punjab,1950,992.000
Punjab,1951,499.500
Punjab,1952,566.000
Punjab,1953,611.600
Punjab,1954,633.200
Punjab,1955,974.100
Punjab,1956,750.500
Punjab,1957,710.500
Punjab,1958,828.000
Punjab,1959,699.700
Punjab,1960,607.000
Punjab,1961,690.100
Punjab,1962,769.400
Punjab,1963,476.100
Punjab,1964,708.900
Punjab,1965,423.300
Punjab,1966,638.100
Punjab,1967,680.300
Punjab,1968,536.200
Punjab,1969,494.800
Punjab,1970,650.600
Punjab,1971,748.100
Punjab,1972,471.100
Punjab,1973,743.100
Punjab,1974,356.300
Punjab,1975,705.800
Punjab,1976,794.600
Punjab,1977,712.700
Punjab,1978,720.700
Punjab,1979,463.900
Punjab,1980,661.700
Punjab,1981,503.800
Punjab,1982,571.400
Punjab,1983,751.000
Punjab,1984,710.400
Punjab,1985,753.000
Punjab,1986,612.000
Punjab,1987,409.500
Punjab,1988,1222.600
Punjab,1989,480.400
Punjab,1990,754.700
Punjab,1991,475.800
Punjab,1992,478.100
Punjab,1993,582.900
Punjab,1994,580.900
Punjab,1995,869.200
Punjab,1996,589.600
Punjab,1997,690.100
Punjab,1998,588.600
Punjab,1999,364.600
Punjab,2000,405.300
Punjab,2001,441.000
Punjab,2002,274.700
Punjab,2003,424.800
Punjab,2004,351.800
Punjab,2005,552.000
Punjab,2006,647.700
Punjab,2007,594.800
Punjab,2008,717.200
Punjab,2009,361.100
Punjab,2010,451.500
Punjab,2011,705.100
Punjab,2012,493.500
Punjab,2013,586.600
Punjab,2014,382.900
Punjab,2015,510.800
Punjab,2016,444.100
Punjab,2017,497.500
Rayalseema,1901,714.000
Rayalseema,1902,818.400
Rayalseema,1903,1138.200
Rayalseema,1904,433.400
Rayalseema,1905,703.200
Rayalseema,1906,912.700
Rayalseema,1907,640.400
Rayalseema,1908,617.200
Rayalseema,1909,870.700
Rayalseema,1910,1001.200
Rayalseema,1911,590.600
Rayalseema,1912,745.500
Rayalseema,1913,616.300
Rayalseema,1914,678.400
Rayalseema,1915,923.000
Rayalseema,1916,1047.200
Rayalseema,1917,933.100
Rayalseema,1918,646.100
Rayalseema,1919,890.500
Rayalseema,1920,674.800
Rayalseema,1921,743.600
Rayalseema,1922,770.200
Rayalseema,1923,515.800
Rayalseema,1924,684.300
Rayalseema,1925,865.500
Rayalseema,1926,682.500
Rayalseema,1927,682.000
Rayalseema,1928,711.200
Rayalseema,1929,696.700
Rayalseema,1930,995.500
Rayalseema,1931,719.100
Rayalseema,1932,635.800
Rayalseema,1933,678.200
Rayalseema,1934,611.400
Rayalseema,1935,782.300
Rayalseema,1936,695.600
Rayalseema,1937,775.400
Rayalseema,1938,674.500
Rayalseema,1939,798.200
Rayalseema,1940,904.600
Rayalseema,1941,653.300
Rayalseema,1942,536.900
Rayalseema,1943,1036.700
Rayalseema,1944,917.600
Rayalseema,1945,604.000
Rayalseema,1946,953.700
Rayalseema,1947,624.400
Rayalseema,1948,608.700
Rayalseema,1949,826.600
Rayalseema,1950,510.900
Rayalseema,1951,538.400
Rayalseema,1952,701.400
Rayalseema,1953,795.600
Rayalseema,1954,785.200
Rayalseema,1955,816.400
Rayalseema,1956,930.800
Rayalseema,1957,571.800
Rayalseema,1958,808.200
Rayalseema,1959,635.700
Rayalseema,1960,744.200
Rayalseema,1961,651.400
Rayalseema,1962,816.200
Rayalseema,1963,709.000
Rayalseema,1964,791.600
Rayalseema,1965,596.200
Rayalseema,1966,904.100
Rayalseema,1967,737.800
Rayalseema,1968,624.000
Rayalseema,1969,842.300
Rayalseema,1970,776.400
Rayalseema,1971,621.200
Rayalseema,1972,826.100
Rayalseema,1973,689.400
Rayalseema,1974,728.300
Rayalseema,1975,1041.500
Rayalseema,1976,817.000
Rayalseema,1977,866.500
Rayalseema,1978,869.100
Rayalseema,1979,813.500
Rayalseema,1980,573.600
Rayalseema,1981,785.300
Rayalseema,1982,595.400
Rayalseema,1983,943.000
Rayalseema,1984,733.000
Rayalseema,1985,685.900
Rayalseema,1986,580.900
Rayalseema,1987,769.400
Rayalseema,1988,842.200
Rayalseema,1989,693.600
Rayalseema,1990,930.700
Rayalseema,1991,967.600
Rayalseema,1992,596.100
Rayalseema,1993,886.900
Rayalseema,1994,690.500
Rayalseema,1995,874.300
Rayalseema,1996,1277.700
Rayalseema,1997,835.100
Rayalseema,1998,947.900
Rayalseema,1999,537.200
Rayalseema,2000,871.300
Rayalseema,2001,924.600
Rayalseema,2002,615.300
Rayalseema,2003,725.400
Rayalseema,2004,741.700
Rayalseema,2005,1066.400
Rayalseema,2006,638.100
Rayalseema,2007,980.600
Rayalseema,2008,797.900
Rayalseema,2009,688.300
Rayalseema,2010,963.500
Rayalseema,2011,738.200
Rayalseema,2012,715.100
Rayalseema,2013,762.600
Rayalseema,2014,551.900
Rayalseema,2015,1047.100
Rayalseema,2016,555.400
Rayalseema,2017,834.500
Saurashtra & Kutch,1901,181.300
Saurashtra & Kutch,1902,401.000
Saurashtra & Kutch,1903,522.800
Saurashtra & Kutch,1904,185.700
Saurashtra & Kutch,1905,289.900
Saurashtra & Kutch,1906,540.400
Saurashtra & Kutch,1907,509.500
Saurashtra & Kutch,1908,527.900
Saurashtra & Kutch,1909,586.400
Saurashtra & Kutch,1910,549.800
Saurashtra & Kutch,1911,140.300
Saurashtra & Kutch,1912,652.600
Saurashtra & Kutch,1913,751.800
Saurashtra & Kutch,1914,577.300
Saurashtra & Kutch,1915,245.800
Saurashtra & Kutch,1916,495.900
Saurashtra & Kutch,1917,886.700
Saurashtra & Kutch,1918,117.700
Saurashtra & Kutch,1919,445.100
Saurashtra & Kutch,1920,490.000
Saurashtra & Kutch,1921,598.000
Saurashtra & Kutch,1922,334.700
Saurashtra & Kutch,1923,204.900
Saurashtra & Kutch,1924,310.600
Saurashtra & Kutch,1925,340.700
Saurashtra & Kutch,1926,901.500
Saurashtra & Kutch,1927,639.500
Saurashtra & Kutch,1928,426.900
Saurashtra & Kutch,1929,421.700
Saurashtra & Kutch,1930,450.200
Saurashtra & Kutch,1931,329.700
Saurashtra & Kutch,1932,492.400
Saurashtra & Kutch,1933,758.000
Saurashtra & Kutch,1934,398.300
Saurashtra & Kutch,1935,524.000
Saurashtra & Kutch,1936,371.100
Saurashtra & Kutch,1937,533.600
Saurashtra & Kutch,1938,345.900
Saurashtra & Kutch,1939,179.400
Saurashtra & Kutch,1940,356.600
Saurashtra & Kutch,1941,401.800
Saurashtra & Kutch,1942,342.200
Saurashtra & Kutch,1943,526.600
Saurashtra & Kutch,1944,717.600
Saurashtra & Kutch,1945,633.100
Saurashtra & Kutch,1946,473.300
Saurashtra & Kutch,1947,558.800
Saurashtra & Kutch,1948,247.600
Saurashtra & Kutch,1949,542.200
Saurashtra & Kutch,1950,473.600
Saurashtra & Kutch,1951,285.100
Saurashtra & Kutch,1952,400.900
Saurashtra & Kutch,1953,706.500
Saurashtra & Kutch,1954,599.800
Saurashtra & Kutch,1955,385.100
Saurashtra & Kutch,1956,739.000
Saurashtra & Kutch,1957,398.500
Saurashtra & Kutch,1958,551.700
Saurashtra & Kutch,1959,1020.900
Saurashtra & Kutch,1960,337.200
Saurashtra & Kutch,1961,753.000
Saurashtra & Kutch,1962,371.800
Saurashtra & Kutch,1963,379.100
Saurashtra & Kutch,1964,539.500
Saurashtra & Kutch,1965,421.200
Saurashtra & Kutch,1966,326.500
Saurashtra & Kutch,1967,738.400
Saurashtra & Kutch,1968,314.600
Saurashtra & Kutch,1969,290.000
Saurashtra & Kutch,1970,835.600
Saurashtra & Kutch,1971,513.700
Saurashtra & Kutch,1972,222.100
Saurashtra & Kutch,1973,390.300
Saurashtra & Kutch,1974,184.700
Saurashtra & Kutch,1975,682.000
Saurashtra & Kutch,1976,625.500
Saurashtra & Kutch,1977,564.100
Saurashtra & Kutch,1978,488.500
Saurashtra & Kutch,1979,955.500
Saurashtra & Kutch,1980,635.900
Saurashtra & Kutch,1981,705.000
Saurashtra & Kutch,1982,401.200
Saurashtra & Kutch,1983,758.500
Saurashtra & Kutch,1984,443.700
Saurashtra & Kutch,1985,298.800
Saurashtra & Kutch,1986,298.500
Saurashtra & Kutch,1987,92.500
Saurashtra & Kutch,1988,752.300
Saurashtra & Kutch,1989,498.100
Saurashtra & Kutch,1990,407.900
Saurashtra & Kutch,1991,218.800
Saurashtra & Kutch,1992,600.700
Saurashtra & Kutch,1993,312.600
Saurashtra & Kutch,1994,872.800
Saurashtra & Kutch,1995,374.100
Saurashtra & Kutch,1996,374.400
Saurashtra & Kutch,1997,600.200
Saurashtra & Kutch,1998,566.800
Saurashtra & Kutch,1999,380.800
Saurashtra & Kutch,2000,286.000
Saurashtra & Kutch,2001,510.200
Saurashtra & Kutch,2002,308.000
Saurashtra & Kutch,2003,686.200
Saurashtra & Kutch,2004,482.300
Saurashtra & Kutch,2005,631.500
Saurashtra & Kutch,2006,701.800
Saurashtra & Kutch,2007,890.800
Saurashtra & Kutch,2008,607.900
Saurashtra & Kutch,2009,596.800
Saurashtra & Kutch,2010,1119.900
Saurashtra & Kutch,2011,742.400
Saurashtra & Kutch,2012,323.800
Saurashtra & Kutch,2013,681.600
Saurashtra & Kutch,2014,383.900
Saurashtra & Kutch,2015,441.600
Saurashtra & Kutch,2016,483.000
Saurashtra & Kutch,2017,652.000
South Interior Karnataka,1901,1002.900
South Interior Karnataka,1902,1020.200
South Interior Karnataka,1903,1269.900
South Interior Karnataka,1904,845.900
South Interior Karnataka,1905,759.500
South Interior Karnataka,1906,1004.700
South Interior Karnataka,1907,998.400
South Interior Karnataka,1908,790.100
South Interior Karnataka,1909,1087.300
South Interior Karnataka,1910,1157.100
South Interior Karnataka,1911,906.300
South Interior Karnataka,1912,1149.900
South Interior Karnataka,1913,876.300
South Interior Karnataka,1914,926.700
South Interior Karnataka,1915,1031.700
South Interior Karnataka,1916,1230.600
South Interior Karnataka,1917,1094.300
South Interior Karnataka,1918,733.400
South Interior Karnataka,1919,1011.300
South Interior Karnataka,1920,828.800
South Interior Karnataka,1921,986.100
South Interior Karnataka,1922,897.100
South Interior Karnataka,1923,990.400
South Interior Karnataka,1924,1127.100
South Interior Karnataka,1925,982.400
South Interior Karnataka,1926,897.000
South Interior Karnataka,1927,863.800
South Interior Karnataka,1928,950.400
South Interior Karnataka,1929,1035.000
South Interior Karnataka,1930,993.400
South Interior Karnataka,1931,1012.500
South Interior Karnataka,1932,1270.200
South Interior Karnataka,1933,1329.000
South Interior Karnataka,1934,786.300
South Interior Karnataka,1935,954.700
South Interior Karnataka,1936,958.300
South Interior Karnataka,1937,911.100
South Interior Karnataka,1938,871.400
South Interior Karnataka,1939,1024.500
South Interior Karnataka,1940,1180.000
South Interior Karnataka,1941,937.600
South Interior Karnataka,1942,932.800
South Interior Karnataka,1943,1137.100
South Interior Karnataka,1944,1025.600
South Interior Karnataka,1945,792.400
South Interior Karnataka,1946,1245.100
South Interior Karnataka,1947,958.300
South Interior Karnataka,1948,1074.100
South Interior Karnataka,1949,876.500
South Interior Karnataka,1950,956.400
South Interior Karnataka,1951,925.300
South Interior Karnataka,1952,871.800
South Interior Karnataka,1953,1256.000
South Interior Karnataka,1954,1031.100
South Interior Karnataka,1955,1002.000
South Interior Karnataka,1956,1243.600
South Interior Karnataka,1957,1064.800
South Interior Karnataka,1958,1209.900
South Interior Karnataka,1959,1280.800
South Interior Karnataka,1960,990.100
South Interior Karnataka,1961,1409.500
South Interior Karnataka,1962,1306.900
South Interior Karnataka,1963,992.900
South Interior Karnataka,1964,1169.400
South Interior Karnataka,1965,735.100
South Interior Karnataka,1966,1010.900
South Interior Karnataka,1967,940.200
South Interior Karnataka,1968,1001.000
South Interior Karnataka,1969,1106.500
South Interior Karnataka,1970,1073.900
South Interior Karnataka,1971,1020.200
South Interior Karnataka,1972,1064.100
South Interior Karnataka,1973,1086.500
South Interior Karnataka,1974,1051.400
South Interior Karnataka,1975,1334.300
South Interior Karnataka,1976,761.300
South Interior Karnataka,1977,1207.800
South Interior Karnataka,1978,1231.500
South Interior Karnataka,1979,1120.700
South Interior Karnataka,1980,1225.000
South Interior Karnataka,1981,1184.500
South Interior Karnataka,1982,1003.500
South Interior Karnataka,1983,1111.100
South Interior Karnataka,1984,1063.900
South Interior Karnataka,1985,859.400
South Interior Karnataka,1986,1030.200
South Interior Karnataka,1987,934.600
South Interior Karnataka,1988,1022.200
South Interior Karnataka,1989,913.400
South Interior Karnataka,1990,848.500
South Interior Karnataka,1991,1221.200
South Interior Karnataka,1992,1201.100
South Interior Karnataka,1993,1038.100
South Interior Karnataka,1994,1157.700
South Interior Karnataka,1995,883.200
South Interior Karnataka,1996,1044.100
South Interior Karnataka,1997,1180.100
South Interior Karnataka,1998,1113.000
South Interior Karnataka,1999,1149.700
South Interior Karnataka,2000,1207.300
South Interior Karnataka,2001,926.400
South Interior Karnataka,2002,755.800
South Interior Karnataka,2003,762.700
South Interior Karnataka,2004,1133.500
