State,Year,Crop,Area_ha,Production_tonnes,Yield_t_per_ha
Bihar,2001-02,Sesamum,3297.000,2061.000,0.625114
Bihar,2001-02,Small Millets,7477.000,5563.000,0.744015
Bihar,2001-02,Sugarcane,120754.000,5818262.000,48.182768
Bihar,2001-02,Sunflower,13150.000,16108.000,1.224943
Bihar,2001-02,Sweet Potato,4981.000,56979.000,11.439269
Bihar,2001-02,Tobacco,13651.000,15031.000,1.101091
Bihar,2001-02,Turmeric,2918.000,3038.000,1.041124
Bihar,2001-02,Urad,31963.000,21497.000,0.672559
Bihar,2001-02,Wheat,2181543.000,4499130.000,2.062361
Bihar,2002-03,Arhar/Tur,37680.000,42966.000,1.140287
Bihar,2002-03,Bajra,1018.000,1048.000,1.029470
Bihar,2002-03,Banana,17307.000,340338.000,19.664760
Bihar,2002-03,Barley,20427.000,23432.000,1.147109
Bihar,2002-03,Castor Seed,316.000,312.000,0.987342
Bihar,2002-03,Coriander,2190.000,1426.000,0.651142
Bihar,2002-03,Dry Chillies,3420.000,2301.000,0.672807
Bihar,2002-03,Garlic,2221.000,3280.000,1.476812
Bihar,2002-03,Ginger,394.000,584.000,1.482234
Bihar,2002-03,Gram,71361.000,72057.000,1.009753
Bihar,2002-03,Groundnut,371.000,183.000,0.493261
Bihar,2002-03,Horse-Gram,13093.000,10420.000,0.795845
Bihar,2002-03,Jowar,4402.000,4446.000,1.009995
Bihar,2002-03,Jute,147796.000,973546.000,6.587093
Bihar,2002-03,Khesari,140712.000,112666.000,0.800685
Bihar,2002-03,Linseed,29156.000,22161.000,0.760084
Bihar,2002-03,Maize,603605.000,1381082.000,2.288056
Bihar,2002-03,Masoor,179581.000,156613.000,0.872102
Bihar,2002-03,Mesta,20026.000,120281.000,6.006242
Bihar,2002-03,Moong(Green Gram),195796.000,120601.000,0.615952
Bihar,2002-03,Onion,13589.000,116759.000,8.592170
Bihar,2002-03,Other  Rabi Pulses,3522.000,2511.000,0.712947
Bihar,2002-03,Other Kharif Pulses,5913.000,3268.000,0.552681
Bihar,2002-03,Peas & Beans (Pulses),23295.000,20805.000,0.893110
Bihar,2002-03,Potato,147819.000,1476602.000,9.989257
Bihar,2002-03,Ragi,20695.000,14237.000,0.687944
Bihar,2002-03,Rapeseed &Mustard,90072.000,62026.000,0.688627
Bihar,2002-03,Rice,3584701.000,5085566.000,1.418686
Bihar,2002-03,Safflower,162.000,132.000,0.814815
Bihar,2002-03,Sannhamp,4235.000,3012.000,0.711216
Bihar,2002-03,Sesamum,3785.000,2788.000,0.736592
Bihar,2002-03,Small Millets,6522.000,4939.000,0.757283
Bihar,2002-03,Sugarcane,107270.000,4520510.000,42.141419
Bihar,2002-03,Sunflower,13359.000,17393.000,1.301969
Bihar,2002-03,Sweet Potato,5000.000,66772.000,13.354400
Bihar,2002-03,Tobacco,14952.000,16805.000,1.123930
Bihar,2002-03,Turmeric,2927.000,2893.000,0.988384
Bihar,2002-03,Urad,25116.000,18601.000,0.740604
Bihar,2002-03,Wheat,2130933.000,4040610.000,1.896169
Bihar,2003-04,Arhar/Tur,38855.000,48100.000,1.237936
Bihar,2003-04,Bajra,1568.000,1638.000,1.044643
Bihar,2003-04,Banana,13007.000,215248.000,16.548628
Bihar,2003-04,Barley,21446.000,24007.000,1.119416
Bihar,2003-04,Castor Seed,155.000,154.000,0.993548
Bihar,2003-04,Coriander,2169.000,1500.000,0.691563
Bihar,2003-04,Dry Chillies,3233.000,2198.000,0.679864
Bihar,2003-04,Garlic,2797.000,3605.000,1.288881
Bihar,2003-04,Ginger,350.000,539.000,1.540000
Bihar,2003-04,Gram,80322.000,78593.000,0.978474
Bihar,2003-04,Groundnut,468.000,231.000,0.493590
Bihar,2003-04,Horse-Gram,15425.000,11399.000,0.738995
Bihar,2003-04,Jowar,1513.000,1527.000,1.009253
Bihar,2003-04,Jute,154588.000,1147358.000,7.422038
Bihar,2003-04,Khesari,133064.000,122574.000,0.921166
Bihar,2003-04,Linseed,34696.000,27202.000,0.784010
Bihar,2003-04,Maize,616430.000,1473570.000,2.390490
Bihar,2003-04,Masoor,171037.000,159754.000,0.934032
Bihar,2003-04,Mesta,20011.000,138908.000,6.941582
Bihar,2003-04,Moong(Green Gram),214665.000,104394.000,0.486311
Bihar,2003-04,Onion,14545.000,137965.000,9.485390
Bihar,2003-04,Other  Rabi Pulses,3298.000,2450.000,0.742874
Bihar,2003-04,Other Kharif Pulses,1180.000,614.000,0.520339
Bihar,2003-04,Peas & Beans (Pulses),23740.000,22172.000,0.933951
Bihar,2003-04,Potato,142013.000,1351846.000,9.519171
Bihar,2003-04,Ragi,15187.000,10236.000,0.673997
Bihar,2003-04,Rapeseed &Mustard,83666.000,68975.000,0.824409
Bihar,2003-04,Rice,3768224.000,5718627.000,1.517592
Bihar,2003-04,Safflower,200.000,162.000,0.810000
Bihar,2003-04,Sannhamp,3441.000,2467.000,0.716943
Bihar,2003-04,Sesamum,3795.000,2840.000,0.748353
Bihar,2003-04,Small Millets,7010.000,5325.000,0.759629
Bihar,2003-04,Sugarcane,103100.000,4285888.000,41.570204
Bihar,2003-04,Sunflower,17531.000,24157.000,1.377959
Bihar,2003-04,Sweet Potato,4551.000,63938.000,14.049220
Bihar,2003-04,Tobacco,14353.000,15960.000,1.111963
Bihar,2003-04,Turmeric,2789.000,2758.000,0.988885
Bihar,2003-04,Urad,24199.000,18009.000,0.744204
Bihar,2003-04,Wheat,2076839.000,3688941.000,1.776229
Bihar,2004-05,Arhar/Tur,35839.000,44223.000,1.233935
Bihar,2004-05,Bajra,1200.000,1297.000,1.080833
Bihar,2004-05,Banana,14784.000,189572.000,12.822781
Bihar,2004-05,Barley,17346.000,18284.000,1.054076
Bihar,2004-05,Castor Seed,173.000,163.000,0.942197
Bihar,2004-05,Coriander,2078.000,1362.000,0.655438
Bihar,2004-05,Dry Chillies,3126.000,2245.000,0.718170
Bihar,2004-05,Garlic,2479.000,3735.000,1.506656
Bihar,2004-05,Ginger,759.000,1151.000,1.516469
Bihar,2004-05,Gram,72112.000,60159.000,0.834244
Bihar,2004-05,Groundnut,539.000,266.000,0.493506
Bihar,2004-05,Horse-Gram,15011.000,12130.000,0.808074
Bihar,2004-05,Jowar,3755.000,3807.000,1.013848
Bihar,2004-05,Jute,134450.000,1056205.000,7.855746
Bihar,2004-05,Khesari,118220.000,79661.000,0.673837
Bihar,2004-05,Linseed,27560.000,23233.000,0.842997
Bihar,2004-05,Maize,617254.000,1529273.000,2.477542
Bihar,2004-05,Masoor,178768.000,127032.000,0.710597
Bihar,2004-05,Mesta,15549.000,124048.000,7.977876
Bihar,2004-05,Moong(Green Gram),182725.000,100367.000,0.549279
Bihar,2004-05,Onion,14115.000,106528.000,7.547148
Bihar,2004-05,Other  Rabi Pulses,2492.000,1886.000,0.756822
Bihar,2004-05,Other Kharif Pulses,6116.000,3474.000,0.568018
Bihar,2004-05,Peas & Beans (Pulses),22824.000,20085.000,0.879995
Bihar,2004-05,Potato,138730.000,1062822.000,7.661083
Bihar,2004-05,Ragi,15570.000,10512.000,0.675145
Bihar,2004-05,Rapeseed &Mustard,83112.000,66877.000,0.804661
Bihar,2004-05,Rice,3140116.000,2472156.000,0.787282
Bihar,2004-05,Safflower,215.000,173.000,0.804651
Bihar,2004-05,Sannhamp,4388.000,3532.000,0.804923
Bihar,2004-05,Sesamum,3516.000,2717.000,0.772753
Bihar,2004-05,Small Millets,6310.000,4892.000,0.775277
Bihar,2004-05,Sugarcane,104189.000,4111722.000,39.464070
Bihar,2004-05,Sunflower,16555.000,23429.000,1.415222
Bihar,2004-05,Sweet Potato,4279.000,64343.000,15.036925
Bihar,2004-05,Tobacco,16071.000,18659.000,1.161035
Bihar,2004-05,Turmeric,2823.000,2788.000,0.987602
Bihar,2004-05,Urad,23960.000,17871.000,0.745868
Bihar,2004-05,Wheat,2027643.000,3263385.000,1.609448
Bihar,2005-06,Arhar/Tur,34204.000,45211.000,1.321804
Bihar,2005-06,Bajra,4338.000,4591.000,1.058322
Bihar,2005-06,Banana,15596.000,239311.000,15.344383
Bihar,2005-06,Barley,16001.000,16563.000,1.035123
Bihar,2005-06,Castor Seed,164.000,154.000,0.939024
Bihar,2005-06,Coriander,2227.000,1749.000,0.785361
Bihar,2005-06,Dry Chillies,3107.000,3029.000,0.974895
Bihar,2005-06,Garlic,2711.000,4003.000,1.476577
Bihar,2005-06,Ginger,824.000,1243.000,1.508495
Bihar,2005-06,Gram,62693.000,58905.000,0.939579
Bihar,2005-06,Groundnut,911.000,450.000,0.493963
Bihar,2005-06,Horse-Gram,11744.000,10101.000,0.860099
Bihar,2005-06,Jowar,4112.000,4236.000,1.030156
Bihar,2005-06,Jute,131049.000,1329252.000,10.143168
Bihar,2005-06,Khesari,99047.000,78799.000,0.795572
Bihar,2005-06,Linseed,27135.000,23227.000,0.855979
Bihar,2005-06,Maize,664274.000,1519842.000,2.287975
Bihar,2005-06,Masoor,159358.000,117763.000,0.738984
Bihar,2005-06,Mesta,14532.000,143039.000,9.843036
Bihar,2005-06,Moong(Green Gram),171705.000,98513.000,0.573734
Bihar,2005-06,Onion,18401.000,160656.000,8.730830
Bihar,2005-06,Other  Rabi Pulses,2978.000,2257.000,0.757891
Bihar,2005-06,Other Kharif Pulses,1380.000,796.000,0.576812
Bihar,2005-06,Peas & Beans (Pulses),24579.000,22618.000,0.920216
Bihar,2005-06,Potato,140539.000,1225728.000,8.721622
Bihar,2005-06,Ragi,14237.000,12825.000,0.900822
Bihar,2005-06,Rapeseed &Mustard,83622.000,77365.000,0.925175
Bihar,2005-06,Rice,3251236.000,3709285.000,1.140885
Bihar,2005-06,Safflower,173.000,138.000,0.797688
Bihar,2005-06,Sannhamp,3191.000,2587.000,0.810718
Bihar,2005-06,Sesamum,3188.000,2554.000,0.801129
Bihar,2005-06,Small Millets,6900.000,5159.000,0.747681
Bihar,2005-06,Sugarcane,101243.000,4240463.000,41.884012
Bihar,2005-06,Sunflower,22713.000,30541.000,1.344648
Bihar,2005-06,Sweet Potato,4397.000,68398.000,15.555606
Bihar,2005-06,Tobacco,14901.000,17242.000,1.157104
Bihar,2005-06,Turmeric,3515.000,3417.000,0.972119
Bihar,2005-06,Urad,25197.000,19443.000,0.771639
Bihar,2005-06,Wheat,2001771.000,2821120.000,1.409312
Bihar,2006-07,Arhar/Tur,35631.000,44278.000,1.242682
Bihar,2006-07,Bajra,4106.000,4417.000,1.075743
Bihar,2006-07,Barley,18663.000,19921.000,1.067406
Bihar,2006-07,Gram,64279.000,54181.000,0.842904
Bihar,2006-07,Jowar,3397.000,3507.000,1.032382
Bihar,2006-07,Jute,132914.000,1356624.000,10.206780
Bihar,2006-07,Khesari,101692.000,80253.000,0.789177
Bihar,2006-07,Linseed,28591.000,24276.000,0.849078
Bihar,2006-07,Maize,641215.000,1755949.000,2.738471
Bihar,2006-07,Masoor,167871.000,121853.000,0.725873
Bihar,2006-07,Mesta,18178.000,155075.000,8.530916
Bihar,2006-07,Moong(Green Gram),175634.000,92742.000,0.528041
Bihar,2006-07,Peas & Beans (Pulses),23662.000,22002.000,0.929845
Bihar,2006-07,Ragi,14328.000,12452.000,0.869068
Bihar,2006-07,Rapeseed &Mustard,86941.000,89405.000,1.028341
Bihar,2006-07,Rice,3364010.000,5027947.000,1.494629
Bihar,2006-07,Sannhamp,3207.000,2637.000,0.822264
Bihar,2006-07,Sesamum,3522.000,2732.000,0.775696
Bihar,2006-07,Sunflower,22828.000,30506.000,1.336341
Bihar,2006-07,Urad,25479.000,19796.000,0.776954
Bihar,2006-07,Wheat,2076727.000,4155541.000,2.001005
Bihar,2007-08,Arhar/Tur,30860.000,42667.000,1.382599
Bihar,2007-08,Bajra,3497.000,3856.000,1.102659
Bihar,2007-08,Banana,17872.000,233609.000,13.071229
Bihar,2007-08,Barley,15402.000,18513.000,1.201987
Bihar,2007-08,Castor Seed,203.000,194.000,0.955665
Bihar,2007-08,Coriander,2167.000,1573.000,0.725888
Bihar,2007-08,Dry Chillies,2680.000,3534.000,1.318657
Bihar,2007-08,Garlic,2502.000,3615.000,1.444844
Bihar,2007-08,Ginger,699.000,1075.000,1.537911
Bihar,2007-08,Gram,64105.000,63473.000,0.990141
Bihar,2007-08,Groundnut,1207.000,868.000,0.719138
Bihar,2007-08,Jowar,3426.000,3761.000,1.097782
Bihar,2007-08,Jute,131627.000,1242849.000,9.442204
Bihar,2007-08,Khesari,98114.000,82348.000,0.839309
Bihar,2007-08,Linseed,27507.000,22691.000,0.824917
Bihar,2007-08,Maize,659301.000,1802862.000,2.734505
Bihar,2007-08,Masoor,158487.000,126134.000,0.795863
Bihar,2007-08,Mesta,22626.000,209564.000,9.262088
Bihar,2007-08,Moong(Green Gram),164881.000,98937.000,0.600051
Bihar,2007-08,Onion,15216.000,136730.000,8.985936
Bihar,2007-08,Other  Rabi Pulses,3052.000,2261.000,0.740826
Bihar,2007-08,Other Kharif Pulses,1403.000,917.000,0.653599
Bihar,2007-08,Peas & Beans (Pulses),23288.000,25083.000,1.077078
Bihar,2007-08,Potato,153909.000,1244108.000,8.083400
Bihar,2007-08,Ragi,13222.000,7996.000,0.604750
Bihar,2007-08,Rapeseed &Mustard,88126.000,87464.000,0.992488
Bihar,2007-08,Rice,3477371.000,4484085.000,1.289504
Bihar,2007-08,Safflower,115.000,92.000,0.800000
Bihar,2007-08,Sannhamp,3451.000,15299.890,4.433466
Bihar,2007-08,Sesamum,2832.000,2245.000,0.792726
Bihar,2007-08,Small Millets,7000.000,5169.000,0.738429
Bihar,2007-08,Sugarcane,107039.000,4027229.000,37.623941
Bihar,2007-08,Sunflower,22052.000,30646.000,1.389715
Bihar,2007-08,Sweet Potato,3741.000,49649.000,13.271585
Bihar,2007-08,Tobacco,13330.000,22428.000,1.682521
Bihar,2007-08,Turmeric,3432.000,3419.000,0.996212
Bihar,2007-08,Urad,22366.000,17497.000,0.782303
Bihar,2007-08,Wheat,2131232.000,4977463.000,2.335486
Bihar,2008-09,Arhar/Tur,28141.000,33149.000,1.177961
Bihar,2008-09,Bajra,2960.000,3547.000,1.198311
Bihar,2008-09,Barley,14529.000,15898.000,1.094225
Bihar,2008-09,Castor Seed,185.000,177.000,0.956757
Bihar,2008-09,Dry Chillies,2364.000,3238.000,1.369712
Bihar,2008-09,Garlic,2522.000,4014.000,1.591594
Bihar,2008-09,Ginger,780.000,1270.000,1.628205
Bihar,2008-09,Gram,61205.000,56619.000,0.925071
Bihar,2008-09,Groundnut,1734.000,857.000,0.494233
Bihar,2008-09,Jowar,2399.000,2543.000,1.060025
Bihar,2008-09,Jute,131949.000,1054798.000,7.993983
Bihar,2008-09,Khesari,97195.000,79791.000,0.820937
Bihar,2008-09,Linseed,25957.000,21959.000,0.845976
Bihar,2008-09,Maize,640473.000,1715346.000,2.678249
Bihar,2008-09,Masoor,163773.000,132948.000,0.811782
Bihar,2008-09,Mesta,19019.000,165359.000,8.694411
Bihar,2008-09,Moong(Green Gram),171251.000,114544.000,0.668866
Bihar,2008-09,Onion,14805.000,137545.000,9.290442
Bihar,2008-09,Other  Rabi Pulses,4159.000,3082.000,0.741044
Bihar,2008-09,Other Kharif Pulses,1161.000,672.000,0.578811
Bihar,2008-09,Peas & Beans (Pulses),23768.000,22865.000,0.962008
Bihar,2008-09,Potato,151925.000,940496.000,6.190528
Bihar,2008-09,Ragi,11435.000,9296.000,0.812943
Bihar,2008-09,Rapeseed &Mustard,85265.000,81831.000,0.959726
Bihar,2008-09,Rice,3495273.000,5589982.000,1.599298
Bihar,2008-09,Safflower,215.000,175.000,0.813953
Bihar,2008-09,Sannhamp,3358.000,14977.670,4.460295
Bihar,2008-09,Sesamum,2298.000,1844.000,0.802437
Bihar,2008-09,Small Millets,7833.000,5898.000,0.752968
Bihar,2008-09,Sugarcane,111902.000,4959918.000,44.323765
Bihar,2008-09,Sunflower,22052.000,30646.000,1.389715
Bihar,2008-09,Sweet Potato,3761.000,52532.000,13.967562
Bihar,2008-09,Turmeric,2610.000,3027.000,1.159770
Bihar,2008-09,Urad,21445.000,18010.000,0.839823
Bihar,2008-09,Wheat,2158345.000,4413017.000,2.044630
Bihar,2009-10,Arhar/Tur,27032.000,36586.000,1.353433
Bihar,2009-10,Bajra,2951.000,3279.000,1.111149
Bihar,2009-10,Barley,10967.000,12421.000,1.132580
Bihar,2009-10,Gram,54703.000,58340.000,1.066486
Bihar,2009-10,Horse-Gram,10984.000,10578.000,0.963037
Bihar,2009-10,Jowar,1627.000,1687.000,1.036878
Bihar,2009-10,Jute,125111.000,1147280.000,9.170097
Bihar,2009-10,Khesari,78827.000,81666.000,1.036016
Bihar,2009-10,Linseed,22702.000,19206.000,0.846005
Bihar,2009-10,Maize,640703.000,1544446.000,2.410549
Bihar,2009-10,Masoor,178162.000,159184.000,0.893479
Bihar,2009-10,Mesta,17215.000,123701.000,7.185652
Bihar,2009-10,Moong(Green Gram),158260.000,70448.000,0.445141
Bihar,2009-10,Other  Rabi Pulses,2579.000,1924.000,0.746026
Bihar,2009-10,Other Kharif Pulses,1593.000,1224.000,0.768362
Bihar,2009-10,Peas & Beans (Pulses),19936.000,19953.000,1.000853
Bihar,2009-10,Ragi,10024.000,8062.000,0.804270
Bihar,2009-10,Rapeseed &Mustard,89672.000,91415.000,1.019438
Bihar,2009-10,Rice,3124030.000,3640210.000,1.165229
Bihar,2009-10,Sannhamp,1903.000,1551.000,0.815029
Bihar,2009-10,Small Millets,3123.000,2397.000,0.767531
Bihar,2009-10,Sugarcane,72916.000,3443693.000,47.228222
Bihar,2009-10,Sunflower,18203.000,25575.000,1.404988
Bihar,2009-10,Tobacco,9040.000,16878.000,1.867035
Bihar,2009-10,Urad,20045.000,19845.000,0.990022
Bihar,2009-10,Wheat,2116098.000,4403841.000,2.081114
Bihar,2010-11,Arhar/Tur,25503.000,39439.000,1.546446
Bihar,2010-11,Bajra,4851.000,9193.000,1.895073
Bihar,2010-11,Barley,11822.000,15686.000,1.326848
Bihar,2010-11,Castor Seed,173.000,166.000,0.959538
Bihar,2010-11,Gram,56895.000,59384.000,1.043747
Bihar,2010-11,Groundnut,362.000,371.000,1.024862
Bihar,2010-11,Horse-Gram,9870.000,9318.000,0.944073
Bihar,2010-11,Jowar,3082.000,3266.000,1.059701
Bihar,2010-11,Jute,127686.000,1164594.000,9.120765
Bihar,2010-11,Khesari,74372.000,73175.000,0.983905
Bihar,2010-11,Linseed,23012.000,18823.000,0.817965
Bihar,2010-11,Maize,653702.000,2108196.000,3.225011
Bihar,2010-11,Masoor,172692.000,162224.000,0.939383
Bihar,2010-11,Mesta,17165.000,144822.000,8.437052
Bihar,2010-11,Moong(Green Gram),160018.000,87339.000,0.545807
Bihar,2010-11,Other  Rabi Pulses,2174.000,1615.000,0.742870
Bihar,2010-11,Other Kharif Pulses,2454.000,1717.000,0.699674
Bihar,2010-11,Peas & Beans (Pulses),19150.000,19822.000,1.035091
Bihar,2010-11,Ragi,9014.000,8853.000,0.982139
Bihar,2010-11,Rapeseed &Mustard,86378.000,96438.000,1.116465
Bihar,2010-11,Rice,2845368.000,3112618.000,1.093925
Bihar,2010-11,Safflower,70.000,56.000,0.800000
Bihar,2010-11,Sesamum,2558.000,2015.000,0.787725
Bihar,2010-11,Small Millets,5303.000,4080.000,0.769376
Bihar,2010-11,Sugarcane,250672.000,11827664.000,47.183826
Bihar,2010-11,Sunflower,17424.000,24986.000,1.433999
Bihar,2010-11,Tobacco,9377.000,16719.000,1.782980
Bihar,2010-11,Urad,15167.000,13225.000,0.871959
Bihar,2010-11,Wheat,2100181.000,5094030.000,2.425520
Bihar,2011-12,Arhar/Tur,22123.000,42059.000,1.901144
Bihar,2011-12,Bajra,4457.000,5014.000,1.124972
Bihar,2011-12,Barley,10823.000,16690.000,1.542086
Bihar,2011-12,Castor Seed,102.000,98.000,0.960784
Bihar,2011-12,Gram,59336.000,76818.000,1.294627
Bihar,2011-12,Groundnut,812.000,829.000,1.020936
Bihar,2011-12,Horse-Gram,8641.000,8226.000,0.951973
Bihar,2011-12,Jowar,2016.000,2147.000,1.064980
Bihar,2011-12,Jute,129070.000,1490696.000,11.549516
Bihar,2011-12,Khesari,72755.000,92066.000,1.265425
Bihar,2011-12,Linseed,23434.000,20272.000,0.865068
Bihar,2011-12,Maize,696833.000,2557063.000,3.669549
Bihar,2011-12,Masoor,168490.000,171605.000,1.018488
Bihar,2011-12,Mesta,20060.000,248116.000,12.368694
Bihar,2011-12,Moong(Green Gram),157953.000,94801.000,0.600185
Bihar,2011-12,Other  Rabi Pulses,1736.000,1927.000,1.110023
Bihar,2011-12,Other Kharif Pulses,3859.000,3014.000,0.781031
Bihar,2011-12,Peas & Beans (Pulses),18655.000,19232.000,1.030930
Bihar,2011-12,Ragi,7736.000,9391.000,1.213935
Bihar,2011-12,Rapeseed &Mustard,90326.000,127926.000,1.416270
Bihar,2011-12,Rice,3350936.000,8237971.000,2.458409
Bihar,2011-12,Safflower,282.000,227.000,0.804965
Bihar,2011-12,Sesamum,2555.000,2247.000,0.879452
Bihar,2011-12,Small Millets,5799.000,4414.000,0.761166
Bihar,2011-12,Sunflower,15914.000,22871.000,1.437162
Bihar,2011-12,Tobacco,9942.000,18741.000,1.885033
Bihar,2011-12,Urad,13704.000,11867.000,0.865952
Bihar,2011-12,Wheat,2141892.000,6530955.000,3.049152
Bihar,2012-13,Arhar/Tur,22106.000,47119.000,2.131503
Bihar,2012-13,Bajra,4244.000,4838.000,1.139962
Bihar,2012-13,Barley,10433.000,15231.000,1.459887
Bihar,2012-13,Castor Seed,100.000,96.000,0.960000
Bihar,2012-13,Gram,61473.000,86186.000,1.402014
Bihar,2012-13,Groundnut,762.000,779.000,1.022310
Bihar,2012-13,Horse-Gram,8006.000,7752.000,0.968274
Bihar,2012-13,Jowar,2631.000,2819.000,1.071456
Bihar,2012-13,Jute,123047.000,1490518.000,12.113404
Bihar,2012-13,Khesari,71199.000,83797.000,1.176941
Bihar,2012-13,Linseed,21969.000,19046.000,0.866949
Bihar,2012-13,Maize,693336.000,2755954.000,3.974918
Bihar,2012-13,Masoor,159714.000,183235.000,1.147269
Bihar,2012-13,Mesta,17612.000,40948.000,2.325006
Bihar,2012-13,Moong(Green Gram),156458.000,99306.000,0.634713
Bihar,2012-13,Other  Rabi Pulses,1388.000,1528.000,1.100865
Bihar,2012-13,Other Kharif Pulses,2982.000,2416.000,0.810195
Bihar,2012-13,Peas & Beans (Pulses),18496.000,19254.000,1.040982
Bihar,2012-13,Ragi,7935.000,9371.000,1.180970
Bihar,2012-13,Rapeseed &Mustard,86823.000,138518.000,1.595407
Bihar,2012-13,Rice,3298887.000,8322010.000,2.522672
Bihar,2012-13,Safflower,104.000,84.000,0.807692
Bihar,2012-13,Sannhamp,1231.000,990.000,0.804224
Bihar,2012-13,Sesamum,2208.000,1948.000,0.882246
Bihar,2012-13,Small Millets,2886.000,2209.000,0.765419
Bihar,2012-13,Sugarcane,250344.000,12741415.000,50.895628
Bihar,2012-13,Sunflower,15764.000,22235.000,1.410492
Bihar,2012-13,Tobacco,10913.000,20626.000,1.890039
Bihar,2012-13,Urad,14057.000,12149.000,0.864267
Bihar,2012-13,Wheat,2207704.000,6174260.000,2.796688
Bihar,2013-14,Arhar/Tur,21874.000,36459.000,1.666773
Bihar,2013-14,Bajra,2638.000,3001.000,1.137604
Bihar,2013-14,Barley,10194.000,14254.000,1.398273
Bihar,2013-14,Castor Seed,158.000,151.000,0.955696
Bihar,2013-14,Gram,61325.000,70339.000,1.146987
Bihar,2013-14,Groundnut,892.000,913.000,1.023543
Bihar,2013-14,Horse-Gram,8221.000,7828.000,0.952196
Bihar,2013-14,Jowar,1233.000,1313.000,1.064882
Bihar,2013-14,Jute,104883.000,1498039.000,14.282953
Bihar,2013-14,Khesari,63233.000,70548.000,1.115683
Bihar,2013-14,Linseed,18674.000,15874.000,0.850059
Bihar,2013-14,Maize,732339.000,2904237.000,3.965700
Bihar,2013-14,Masoor,154087.000,196055.000,1.272366
Bihar,2013-14,Mesta,16191.000,246996.000,15.255142
Bihar,2013-14,Moong(Green Gram),155043.000,105373.000,0.679637
Bihar,2013-14,Other  Rabi Pulses,1289.000,1302.000,1.010085
Bihar,2013-14,Other Kharif Pulses,2065.000,1629.000,0.788862
Bihar,2013-14,Peas & Beans (Pulses),17308.000,18347.000,1.060030
Bihar,2013-14,Ragi,7034.000,7138.000,1.014785
Bihar,2013-14,Rapeseed &Mustard,85246.000,117142.000,1.374164
Bihar,2013-14,Rice,3150814.000,6649589.000,2.110435
Bihar,2013-14,Safflower,1644.000,1324.000,0.805353
Bihar,2013-14,Sannhamp,1397.000,1124.000,0.804581
Bihar,2013-14,Sesamum,2277.000,1986.000,0.872200
Bihar,2013-14,Small Millets,2768.000,2088.000,0.754335
Bihar,2013-14,Sugarcane,258068.000,12881781.000,49.916228
Bihar,2013-14,Sunflower,14030.000,19789.000,1.410478
Bihar,2013-14,Tobacco,12106.000,23012.000,1.900876
Bihar,2013-14,Urad,15503.000,14142.000,0.912211
Bihar,2013-14,Wheat,2148818.000,6134679.000,2.854909
Bihar,2014-15,Arhar/Tur,19851.000,28542.000,1.437812
Bihar,2014-15,Bajra,3288.000,3729.000,1.134124
